cawbi,-1.4055796195758765,0.7992408940598867,   218.0,  -80.533780, 45.793130, Britt ON
cawbm,-1.233377405382452,0.8478010143380976,    821.0,  -70.667320, 48.575420, Lac Castor QC
cawgj,-1.4764878089351536,0.8246284534050653,   543.0,  -84.596520, 47.247730, Montreal River ON
cawhk,-1.9922027590585716,0.9348074234185572,   798.0, -114.144810, 53.560520, Carvel AB
cawhn,-1.9191645697533901,0.9584150971500699,   654.0, -109.960030, 54.913140, Jimmy Lake AB
cawkr,-1.3888310918067537,0.7673144595557398,   391.0,  -79.574160, 43.963880, King ON
cawso,-1.4203587172874752,0.7569840284289608,   327.0,  -81.380560, 43.371990, Exeter ON
cawtp,-0.9272691031086866,0.8259868606167495,   100.0,  -53.128606, 47.325561, Holyrood NL
cawuj,-2.137802486774512,0.8555012328659645,    113.0, -122.487060, 49.016610, Aldergrove BC
cawvy,-1.2551303447596913,0.8106977048134697,   120.0,  -71.913671, 46.449557, Villeroy QC
cawww,-2.0809667120677906,0.9720597311495586,  1044.0, -119.230610, 55.694920, Spirit River AB
caxam,-1.1798581069231358,0.8461452222134238,   732.0,  -67.600890, 48.480550, Valdirene QC
caxbe,-1.8357856533039878,0.8826334244249346,   594.0, -105.182770, 50.571170, Bethune SK
caxbu,-1.9232746439487636,0.8781205269589266,   878.0, -110.195520, 50.312600, Schuler AB
caxdr,-1.6196088209226345,0.8701878302674111,   441.0,  -92.796750, 49.858090, Dryden ON
caxft,-1.3284788277669939,0.7861135742257523,   167.0,  -76.116230, 45.040990, Franktown ON
caxfw,-1.76427583303294,0.8822431676206008,     564.0, -101.085559, 50.548810, Foxwarren MB
caxgo,-1.111849956624983,0.7871178382288075,    241.0,  -63.704310, 45.098530, Halifax NS
caxla,-1.3580064803865324,0.8473821370044612,   421.0,  -77.808040, 48.551420, Landrienne QC
caxmb,-1.050782629931422,0.8019704153896918,    124.0,  -60.205410, 45.949520, Marion Bridge NS
caxme,-1.0094045391907118,0.8539939678880424,   559.0,  -57.834620, 48.930250, Marble Mountain NL
caxnc,-1.1466668305218182,0.8067280063853104,   126.0,  -65.699170, 46.222110, Chipman NB
caxni,-1.555464655666397,0.8526539027432359,    511.0,  -89.121560, 48.853470, Lasseter ON
caxpg,-2.145964171107139,0.9357650847032792,   1131.0, -122.954690, 53.615390, Prince George BC
caxra,-1.8752446998116596,0.9166566974479652,   544.0, -107.443607, 52.520560, Radisson SK
caxsi,-2.159961710686561,0.8527839298279574,    748.0, -123.756690, 48.860920, Mt Sicker BC
caxsm,-1.9791887100454788,0.8937171384032537,   986.0, -113.399160, 51.206220, Strathmore AB
caxss,-2.0780621642931454,0.8791125551151668,  1913.0, -119.064192, 50.369439, Silver Star BC
caxti,-1.4275718162791438,0.8601242617308159,   267.0,  -81.793840, 49.281490, Timmins ON
caxwl,-1.7065818959517394,0.8753344579936854,   286.0,  -97.779940, 50.152970, Woodlands MB
usabc,-2.825275961431741,1.0610195569911907,     58.0, -161.876389, 60.791943, Bethel AK
usabr,-1.7176366377152494,0.7933539576798966,   421.0,  -98.413330, 45.455833, Aberdeen SD
usabx,-1.8644286122618177,0.6134783984386283,  1813.0, -106.823891, 35.149723, Albuquerque NM
usacg,-2.3654300665366303,0.9922681892380322,    82.0, -135.529160, 56.852779, Juneau AK
usaec,-2.8849419551260937,1.125936172511717,     27.0, -165.294998, 64.511391, Nome FAA AK
usahg,-2.641581495766326,1.0598671406084863,    108.0, -151.351471, 60.725914, Anchorage/Kenai AK
usaih,-2.5534361900068836,1.0378067125607604,    39.0, -146.301117, 59.461945, Middleton Islands AK
usakc,-2.73369943892384,1.0241494898586159,      43.0, -156.629440, 58.679443, King Salmon AK
usakq,-1.3440320215582298,0.6454934563249612,    77.0,  -77.007362, 36.984051, Norfolk VA
usama,-1.775161716209288,0.6149376775579373,   1128.0, -101.709274, 35.233334, Amarillo TX
usamx,-1.4034657876055283,0.4469977405321317,    33.0,  -80.412666, 25.611084, Miami FL
usapd,-2.5743856804058827,1.1350768071631414,   824.0, -147.501434, 65.035110, Fairbanks AK
usapx,-1.47863484095356,0.7837636482784122,     475.0,  -84.719536, 44.906349, North Central MI
usarx,-1.5915850954221096,0.7648517424294324,   413.0,  -91.191109, 43.822777, La Crosse WI
usatx,-2.1379532325503137,0.8411546366115652,   195.0, -122.495697, 48.194611, Seattle WA
usbbx,-2.122872150771358,0.6893289547096112,     67.0, -121.631615, 39.495640, Beale AFB CA
usbgm,-1.3261836490905738,0.7365236313352324,   519.0,  -75.984726, 42.199696, Binghamton NY
usbhx,-2.1693075601701977,0.706833646238593,    766.0, -124.292168, 40.498585, Eureka CA
usbis,-1.7586035121317205,0.8163050133751721,   534.0, -100.760559, 46.770832, Bismarck ND
usblx,-1.8955463180188485,0.8002994152237959,  1128.0, -108.606804, 45.853779, Billings MT
usbmx,-1.5144250628431348,0.5789678920318637,   231.0,  -86.770164, 33.172417, Birmingham AL
usbox,-1.2415724912557204,0.7322664351746861,    70.0,  -71.136864, 41.955776, Boston MA
usbro,-1.7002817489975848,0.45231953533843705,   26.0,  -97.418968, 25.916000, Brownsville TX
usbuf,-1.374216023037079,0.7495977549167039,    240.0,  -78.736778, 42.948788, Buffalo NY
usbyx,-1.4259892062087647,0.4293073600961441,    26.0,  -81.703163, 24.597500, Key West FL
uscae,-1.4157810434343818,0.5925169903937509,   104.0,  -81.118279, 33.948723, Columbia SC
uscbw,-1.1834454051972696,0.8035364875287873,   261.0,  -67.806427, 46.039249, Caribou ME
uscbx,-2.028701443045611,0.759047449412632,     966.0, -116.236031, 43.490215, Boise ID
usccx,-1.3614217976861749,0.714244025129793,    757.0,  -78.003723, 40.923168, Central PA PA
uscle,-1.4287241394902215,0.7227969667076641,   262.0,  -81.859863, 41.413216, Cleveland OH
usclx,-1.4144531913148684,0.5699465004182476,    69.0,  -81.042198, 32.655529, Charleston SC
uscrp,-1.7018924288248647,0.484922585903946,     43.0,  -97.511253, 27.784018, Corpus Christi TX
uscxx,-1.27699506375681,0.7768635310520714,     131.0,  -73.166428, 44.511002, Burlington VT
uscys,-1.8292103042163372,0.7182365030779851,  1887.0, -104.806030, 41.151920, Cheyenne WY
usdax,-2.123678822265543,0.6719711365147472,     43.0, -121.677834, 38.501110, Sacramento CA
usddc,-1.7447862334480624,0.659050877065255,    813.0,  -99.968887, 37.760834, Dodge City KS
usdfx,-1.750222011549023,0.5109126412981383,    364.0, -100.280334, 29.273138, Laughlin AFB TX
usdgx,-1.570524817521763,0.5633913291320993,    185.0,  -89.984444, 32.279945, Jackson/Brandon MS
usdix,-1.2987122103400246,0.6972082496897468,    69.0,  -74.410728, 39.947090, Philadelphia PA
usdlh,-1.6093632935950426,0.8174588944964764,   469.0,  -92.209724, 46.836945, Duluth MN
usdmx,-1.6357726637028678,0.728346861261335,    333.0,  -93.722870, 41.731201, Des Moines IA
usdox,-1.3166784276859171,0.6776374777870815,    49.0,  -75.440117, 38.825768, Dover AFB DE
usdtx,-1.4568553764008372,0.7452556039173842,   370.0,  -83.471664, 42.700001, Detroit MI
usdvn,-1.5809337826423377,0.726260607442394,    259.0,  -90.580833, 41.611668, Quad Cities IL
usdyx,-1.73231491637933,0.5679039890202113,     481.0,  -99.254333, 32.538502, Dyess AFB TX
useax,-1.6452254208340495,0.6773666343042204,   332.0,  -94.264473, 38.810249, Kansas City MO
usemx,-1.9308620977602258,0.5566492039374275,  1620.0, -110.630249, 31.893650, Tucson AZ
usenx,-1.2926621741336368,0.7432756102259374,   589.0,  -74.064087, 42.586555, Albany NY
useox,-1.4915477101310273,0.5490902872364283,   163.0,  -85.459389, 31.460556, Ft. Rucker AL
usepz,-1.862231371204448,0.5562897770588077,   1285.0, -106.697998, 31.873056, El Paso TX
usesx,-2.0052375291034137,0.6231061252534282,  1507.0, -114.891647, 35.701351, Las Vegas NV
usevx,-1.4996160229695312,0.5334604611148623,    67.0,  -85.921669, 30.565033, NW Fla FL
usewx,-1.7109220096588327,0.5184335746640902,   233.0,  -98.028610, 29.704056, San Antonio TX
useyx,-2.0518222086813522,0.6125730568260559,   875.0, -117.560753, 35.097851, Edwards AFB CA
usfcx,-1.401045107332701,0.6461976626962056,    903.0,  -80.273972, 37.024399, Roanoke VA
usfdr,-1.727468762143713,0.5997334245785659,    400.0,  -98.976669, 34.362194, Frederick OK
usfdx,-1.8084907777774666,0.6044802429055232,  1431.0, -103.618889, 34.634167, Cannon AFB NM
usffc,-1.4759542361583406,0.582303767613297,    296.0,  -84.565948, 33.363548, Atlanta GA
usfsd,-1.68824732350568,0.7607502080346016,     455.0,  -96.729446, 43.587776, Sioux Falls SD
usfsx,-1.9407790438694084,0.6034359508630758,  2290.0, -111.198448, 34.574333, Flagstaff AZ
usftg,-1.8246685492933163,0.6944078692245013,  1709.0, -104.545807, 39.786640, Denver CO
usfws,-1.6982602765721602,0.5685061297426782,   236.0,  -97.303146, 32.573002, Dallas TX
usggw,-1.8609519886167738,0.8413597000155012,   726.0, -106.624695, 48.206360, Glasgow MT
usgjx,-1.888686414524968,0.681763446684914,    3078.0, -108.213760, 39.062168, Grand Junction CO
usgld,-1.775004722863028,0.6870827780672111,   1132.0, -101.700279, 39.366943, Goodland KS
usgrb,-1.5378290556608056,0.7766476818457204,   250.0,  -88.111115, 44.498634, Green Bay WI
usgrk,-1.699652976664217,0.5361971587405413,    183.0,  -97.382942, 30.721834, Central Texas TX
usgrr,-1.4930400124478531,0.7486396161355207,   266.0,  -85.544891, 42.893890, Grand Rapids MI
usgsp,-1.4350068028178273,0.60882851917535,     325.0,  -82.219833, 34.883305, Greer SC
usgua,2.527430688278369,0.23484859704171107,    117.0,  144.811111, 13.455833, Agana Guam
usgwx,-1.5416352454907467,0.5916127806246417,   179.0,  -88.329193, 33.896915, Columbus AFB MS
usgyx,-1.2262048533434728,0.766047768074987,    144.0,  -70.256363, 43.891304, Portland ME
ushdx,-1.8521439827855002,0.57730255082321,    1301.0, -106.120033, 33.077000, Holloman AFB NM
ushgx,-1.6594369805170939,0.5143817082235891,    34.0,  -95.078735, 29.471901, Houston TX
ushki,-2.784716550662052,0.3821204399271978,    103.0, -159.552505, 21.893888, South Kauai HI
ushkm,-2.7188350052995633,0.3512523722328482,  1208.0, -155.777771, 20.125278, Kohala HI
ushmo,-2.7433134504590257,0.3688365591203689,   439.0, -157.180283, 21.132778, Molokai HI
ushnx,-2.0879747536372326,0.6338020459814591,   103.0, -119.632141, 36.314182, San Joaquin CA
ushpx,-1.523420821531259,0.6411811327298506,    186.0,  -87.285583, 36.736973, Ft. Campbell KY
ushtx,-1.5024424358344324,0.6096532335859203,   566.0,  -86.083611, 34.930557, Huntsville AL
ushwa,-2.715189404083353,0.3332706086840923,    445.0, -155.568893, 19.094999, South Hawaii HI
usict,-1.7007021289756534,0.6571940545742245,   426.0,  -97.443054, 37.654446, Wichita KS
usicx,-1.9698166876570329,0.6560875777203239,  3278.0, -112.862183, 37.591049, Cedar City UT
usiln,-1.4629602737256806,0.6880172147146928,   356.0,  -83.821449, 39.420483, Cincinnati OH
usilx,-1.5592211634329762,0.7007584431599042,   222.0,  -89.336792, 40.150501, Lincoln IL
usind,-1.5058749841634356,0.6930266207251317,   270.0,  -86.280281, 39.707500, Indianapolis IN
usinx,-1.667909294892963,0.6313751072800697,    228.0,  -95.564163, 36.175129, Tulsa OK
usiwa,-1.949007679005535,0.5810067415834012,    434.0, -111.669914, 33.289234, Phoenix AZ
usiwx,-1.4957471156959186,0.7218439545115793,   321.0,  -85.699997, 41.358612, North Indiana IN
usjax,-1.425967101971717,0.5320572082469859,     48.0,  -81.701897, 30.484632, Jacksonville FL
usjgx,-1.4547464191336037,0.5702982374192198,   188.0,  -83.350830, 32.675682, Robins AFB GA
usjkl,-1.454087153605755,0.6560837827157704,    445.0,  -83.313057, 37.590832, Jackson KY
uslbb,-1.7769923731426087,0.5873755581722712,  1029.0, -101.814163, 33.654140, Lubbock TX
uslch,-1.626924177823025,0.5257857634854719,     41.0,  -93.215889, 30.125305, Lake Charles LA
uslgx,-2.1660699552329885,0.8223457950967716,   111.0, -124.106667, 47.116943, Langley Hill WA
uslix,-1.5677492710336824,0.5294747076484224,    54.0,  -89.825417, 30.336666, New Orleans LA
uslnx,-1.7553862803768503,0.7323042520621653,   948.0, -100.576225, 41.957943, North Platte NE
uslot,-1.5373635351022599,0.7261345067647788,   231.0,  -88.084442, 41.604443, Chicago IL
uslrx,-2.0385916243858384,0.7110393102320461,  2101.0, -116.802696, 40.739552, Elko NV
uslsx,-1.5827130405666197,0.6754181990716914,   219.0,  -90.682777, 38.698612, St. Louis MO
usltx,-1.3688461581730977,0.5932225949245674,    44.0,  -78.429108, 33.989151, Wilmington NC
uslvx,-1.5000037792242469,0.6627936170822252,   253.0,  -85.943886, 37.975277, Louisville KY
uslwx,-1.352412057402328,0.6802614904091366,    123.0,  -77.487503, 38.976112, Sterling VA
uslzk,-1.6102790215358664,0.6080115945109681,   197.0,  -92.262192, 34.836498, Little Rock AR
usmaf,-1.7835388225761868,0.5575185595857702,   902.0, -102.189247, 31.943460, Odessa TX
usmax,-2.141822139823926,0.7344549543794859,   2304.0, -122.717369, 42.081169, Medford OR
usmbx,-1.7604165922018464,0.8446181441882405,   484.0, -100.864441, 48.393055, Minot AFB ND
usmhx,-1.3417426351271433,0.606954119821125,     43.0,  -76.876190, 34.775909, Morehead City NC
usmkx,-1.5455006906549424,0.7499313158432362,   311.0,  -88.550667, 42.967899, Milwaukee WI
usmlb,-1.4076793079241976,0.4906677900340603,    45.0,  -80.654083, 28.113194, Melbourne FL
usmob,-1.540078494675541,0.5354573325897173,     87.0,  -88.239998, 30.679445, Mobile AL
usmpx,-1.6330265451448327,0.7827607683909157,   335.0,  -93.565529, 44.848888, Minneapolis MN
usmqt,-1.528006651770321,0.8121211207236304,    464.0,  -87.548332, 46.531113, Marquette MI
usmrx,-1.4556385780987802,0.6312613237224963,   437.0,  -83.401947, 36.168610, Knoxville TN
usmsx,-1.9894348638271018,0.8210203398222392,  2431.0, -113.986221, 47.041000, Missoula MT
usmtx,-1.962583941610541,0.7201713561889551,   2009.0, -112.447777, 41.262779, Salt Lake City UT
usmux,-2.12752922056958,0.6484809904358123,    1081.0, -121.898445, 37.155224, San Francisco CA
usmvx,-1.6986513617782382,0.8295162231737556,   330.0,  -97.325554, 47.527779, Fargo ND
usmxx,-1.4973135870491032,0.5678716981919941,   170.0,  -85.789749, 32.536652, E Alabama AL
usnkx,-2.0427647978139927,0.5745452469885964,   320.0, -117.041801, 32.919018, San Diego CA
usnqa,-1.5685856367740219,0.6168817851536951,   132.0,  -89.873337, 35.344723, Memphis TN
usoax,-1.6819183211751068,0.7211764997633784,   384.0,  -96.366821, 41.320370, Omaha NE
usohx,-1.5108006337575914,0.6326333843161049,   205.0,  -86.562500, 36.247223, Nashville TN
usokx,-1.2717152137376735,0.7132380160280156,    60.0,  -72.863914, 40.865528, New York NY
usotx,-2.0529745584850296,0.832180249791189,    746.0, -117.626778, 47.680416, Spokane WA
uspah,-1.5493626737097208,0.6469644533530666,   153.0,  -88.771942, 37.068333, Paducah KY
uspbz,-1.4000675940545872,0.7074118850902764,   385.0,  -80.217964, 40.531715, Pittsburgh PA
uspdt,-2.0743749220565793,0.7974522962814194,   481.0, -118.852928, 45.690651, Pendleton OR
uspoe,-1.6227392864860746,0.543762167422534,    143.0,  -92.976112, 31.155277, Fort Polk LA
uspux,-1.8183075890296618,0.6712457580128369,  1634.0, -104.181351, 38.459549, Pueblo CO
usrax,-1.3699046315483498,0.6224807484504504,   140.0,  -78.489754, 35.665520, Raleigh NC
usrgx,-2.0850057284959576,0.6938391511737149,  2559.0, -119.462029, 39.754055, Reno NV
usriw,-1.8932860932016982,0.7516450600047022,  1716.0, -108.477303, 43.066090, Riverton WY
usrlx,-1.4263315555668943,0.6686550349044077,   369.0,  -81.722778, 38.311111, Charleston WV
usrtx,-2.146144050798961,0.7978779360026412,    526.0, -122.964996, 45.715038, Portland OR
ussfx,-1.966744065549354,0.752334618989951,    1383.0, -112.686134, 43.105598, Pocatello ID
ussgf,-1.6301448716873126,0.6498774855324226,   419.0,  -93.400421, 37.235237, Springfield MO
usshv,-1.6378387440765512,0.5663738698159063,   117.0,  -93.841248, 32.450832, Shreveport LA
ussjt,-1.7539250038867238,0.547532071682623,    610.0, -100.492500, 31.371277, San Angelo TX
ussox,-2.053135546572925,0.5902307997559724,    946.0, -117.636002, 33.817734, Santa Ana CA
ussrx,-1.6469257160320108,0.6159339661217359,   224.0,  -94.361893, 35.290417, Ft. Smith AR
ustbw,-1.4381823561016378,0.48355218978601844,   36.0,  -82.401779, 27.705500, Tampa Bay FL
ustfx,-1.9440407504144832,0.8283259899035718,  1159.0, -111.385330, 47.459583, Great Falls MT
ustlh,-1.471817681195175,0.5305379081346093,     53.0,  -84.328941, 30.397583, Tallahassee FL
ustlx,-1.6978172597248253,0.6166835128105387,   389.0,  -97.277763, 35.333363, Oklahoma City OK
ustwx,-1.6795748725738917,0.6806251450559869,   431.0,  -96.232552, 38.996948, Topeka KS
ustyx,-1.3208627863906497,0.7636809502352063,   597.0,  -75.679863, 43.755695, Fort Drum NY
usudx,-1.794722101783702,0.7701216721735084,    973.0, -102.830002, 44.124722, Rapid City SD
usuex,-1.7181361135776938,0.7037313298847597,   626.0,  -98.441948, 40.320835, Hastings NE
usvax,-1.448654837614211,0.5391370555573934,    100.0,  -83.001808, 30.890278, Moody AFB GA
usvbx,-2.101340093883904,0.6080474140276297,    412.0, -120.397919, 34.838551, Vanderberg AFB CA
usvnx,-1.7126517327868394,0.6412447157008762,   383.0,  -98.127716, 36.740616, Vance AFB OK
usvtx,-2.0800615699322256,0.600603013253504,    855.0, -119.178749, 34.412018, Los Angeles CA
usvwx,-1.5310818038810354,0.6677673367340571,   190.0,  -87.724525, 38.260250, Owensville IN
usyux,-2.0011370599730185,0.5671496486414465,    72.0, -114.656708, 32.495281, Yuma AZ
